WENSS-WNB1226,6+45-12+29+2+45+10+7-0,013-0,007-FRII-0,770594188945666
WENSS-WNB1226,8+46-12+29+18+46+9+57-0,03-0,007-FRI-0,659409020217729
WENSS-WNB1226,9+46-12+29+20+46+19+39-0,02-0,0054-Undefined-0,658816559283122
WENSS-WNB1226,9+44-12+29+20+44+28+50-0,085-0,01521-FRII-0,828062899602557
WENSS-WNB1227,0+44-12+29+29+44+38+11-0,053-0,009-Undefined-0,84405934483695
WENSS-WNB1227,0+45-12+29+30+45+37+27-0,019-0,019-FRI-0,754597743711274
WENSS-WNB1227,1+44-12+29+33+44+26+33-0,051-0,0143-FRII-0,822730751191093
WENSS-WNB1227,0+44-12+29+34+44+39+4-0,019-0,01012-FRII-0,842479449011331
WENSS-WNB1227,1+45-12+29+36+45+33+12-0,057-0,0146-FRI-0,729911871435977
WENSS-WNB1227,2+44-12+29+39+43+53+19-0,028-0,028-Undefined-0,704436051247871
WENSS-WNB1227,4+46-12+29+51+46+1+10-0,045-0,017-FRII-0,694759189315954
WENSS-WNB1227,4+46-12+29+51+45+58+30-0,039-0,01-FRI-0,705028512182478
WENSS-WNB1227,5+45-12+29+59+45+4+25-0,066-0,0124-Undefined-0,770396701967464
WENSS-WNB1227,5+44-12+30+0+44+36+55-0,032-0,01286-FRII-0,808511688760522
WENSS-WNB1227,6+45-12+30+3+45+19+23-0,249-0,249-FRI-0,701473746574835
WENSS-WNB1227,6+44-12+30+7+44+18+17-0,04-0,0156-Undefined-0,790737860722309
WENSS-WNB1227,8+44-12+30+16+43+49+15-0,185-0,0447-FRII-0,672245673800884
WENSS-WNB1228,0+44-12+30+30+44+11+28-0,033-0,033-Undefined-0,750253030190822
WENSS-WNB1228,6+45-12+31+3+45+26+27-0,091-0,0258-FRII-0,662173837912563
WENSS-WNB1228,7+45-12+31+6+45+33+35-0,021-0,006385-FRI-0,656644202522896
WENSS-WNB1228,8+44-12+31+13+44+26+3-0,029-0,029-Undefined-0,736033967760251
WENSS-WNB1228,8+46-12+31+18+46+9+38-0,019-0,002-FRII-0,658026611370313
WENSS-WNB1228,9+45-12+31+21+45+28+23-0,125-0,0384-Undefined-0,645387444765361
WENSS-WNB1228,9+45-12+31+24+45+11+21-0,161-0,02013-FRII-0,699301389814609
WENSS-WNB1229,0+46-12+31+25+46+2+47-0,116-0,0281-Undefined-0,6736280826483
WENSS-WNB1229,1+44-12+31+35+44+4+51-0,022-0,00416-FRII-0,708385790811918
WENSS-WNB1229,2+44-12+31+42+44+31+4-0,042-0,042-FRI-0,743735959910143
WENSS-WNB1229,4+45-12+31+51+45+4+40-0,018-0,0082-Undefined-0,661581376977955
WENSS-WNB1229,5+46-12+31+55+45+54+40-0,105-0,01872-FRII-0,668493421215039
WENSS-WNB1229,5+46-12+31+57+45+59+49-0,054-0,013-FRI-0,675997926386729
WENSS-WNB1229,9+45-12+32+22+45+18+2-0,022-0,022-Undefined-0,62208398133748
WENSS-WNB1230,1+44-12+32+25+44+11+8-0,013-0,002-FRII-0,700683798662026
WENSS-WNB1230,0+46-12+32+29+46+22+8-0,019-0,019-FRI-0,640647757288504
WENSS-WNB1230,1+44-12+32+31+44+19+48-0,106-0,0408-Undefined-0,734849045891036
WENSS-WNB1230,1+44-12+32+31+44+8+52-0,562-0,00354-FRII-0,686662223209657
WENSS-WNB1230,1+44-12+32+31+44+8+47-0,5-0,00354-FRII-0,686267249253252
WENSS-WNB1230,1+44-12+32+32+44+9+17-0,048-0,1324-Undefined-0,688044632057074
WENSS-WNB1230,1+44-12+32+33+44+12+27-0,012-0,0114-FRI-0,704041077291466
WENSS-WNB1230,1+46-12+32+34+45+46+3-0,033-0,0151-FRII-0,626626181836135
WENSS-WNB1230,1+45-12+32+35+44+46+12-0,024-0,0067-Undefined-0,656644202522896
WENSS-WNB1230,2+46-12+32+39+46+21+38-0,133-0,00198-FRI-0,63531560887704
USS_D-WNJ1232+4621-12+32+39+46+21+48-0,133-0,00198-FRII-0,636303043768051
USS_D-WNJ1232+4621-12+32+39+46+21+48-0,0198-0,00198-Undefined-0,636303043768051
WENSS-WNB1230,4+44-12+32+49+43+55+44-0,069-0,0233-FRI-0,706213434051692
WENSS-WNB1230,4+46-12+32+51+45+54+59-0,24-0,01233-Undefined-0,641042731244908
WENSS-WNB1230,4+45-12+32+53+45+42+10-0,182-0,023-FRI-0,608259892863314
WENSS-WNB1230,4+45-12+32+57+45+42+4-0,059-0,01055-FRII-0,607864918906909
WENSS-WNB1230,7+45-12+33+6+45+28+59-0,542-0,02314-Undefined-0,586338838282851
WENSS-WNB1230,8+43-12+33+14+43+39+11-0,633-0,2126-FRI-0,670863264953467
WENSS-WNB1230,8+45-12+33+16+45+26+14-0,015-0,0046-FRII-0,594238317410946
WENSS-WNB1231,1+43-12+33+32+43+38+46-0,076-0,009-Undefined-0,684884840405836
WENSS-WNB1231,3+45-12+33+43+45+27+18-0,303-0,0839-FRI-0,619121676664445
WENSS-WNB1231,3+46-12+33+44+45+48+33-0,15-0,0402-Undefined-0,634328173986028
WENSS-WNB1231,5+45-12+33+56+45+23+2-0,041-0,0119-FRII-0,609642301710731
WENSS-WNB1231,6+45-12+34+0+45+36+51-0,038-0,0129-FRI-0,637290478659063
WENSS-WNB1231,6+43-12+34+2+43+37+39-0,025-0,01-Undefined-0,69693154607618
WENSS-WNB1231,6+44-12+34+2+44+4+45-0,482-0,482-FRII-0,671455725888074
WENSS-WNB1231,6+44-12+34+2+44+4+36-0,525-0,482-FRI-0,671850699844479
WENSS-WNB1231,6+44-12+34+2+44+2+18-0,042-0,00805-FRII-0,664741168629193
WENSS-WNB1231,7+45-12+34+10+45+10+59-0,015-0,015-Undefined-0,635710582833444
WENSS-WNB1232,1+45-12+34+30+45+6+35-0,019-0,019-FRII-0,65368189784986
WENSS-WNB1232,1+46-12+34+32+45+52+2-0,313-0,108073-Undefined-0,646769853612777
WENSS-WNB1232,3+44-12+34+45+44+5+22-0,129-0,022-FRII-0,685477301340443
WENSS-WNB1232,4+45-12+34+51+45+33+44-0,292-0,0713-FRI-0,682514996667407
WENSS-WNB1232,4+44-12+34+53+44+26+58-1,265-0,3129-FRII-0,766249475425214
WENSS-WNB1232,5+43-12+34+57+43+37+15-0,027-0,027-Undefined-0,65032461922042
WENSS-WNB1232,6+44-12+35+0+44+29+47-0,022-0,0119-FRI-0,766249475425214
WENSS-WNB1232,6+45-12+35+2+44+48+57-0,016-0,00926-FRII-0,704041077291466
WENSS-WNB1232,6+44-12+35+2+44+34+10-0,014-0,0054-Undefined-0,749858056234417
WENSS-WNB1232,6+44-12+35+8+44+33+23-0,018-0,018-FRI-0,754202769754869
WENSS-WNB1232,9+46-12+35+21+45+54+46-0,02-0,0096-Undefined-0,663556246759979
